,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
32,32,30, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue did not touch the drop, the mouse could not have consumed any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue did not touch the drop, the mouse could not have consumed any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Water drop forms and remains attached to the spout.  
1:10 - 1:30: Mouse lifts right paw and touches the water drop.  
1:30 - 4:45: Mouse licks the water drop with its tongue, but the tongue does not make physical contact with the drop. The mouse continues to lick its paw, but no water is consumed.  
7. 100%", 100%
33,33,21, No, Yes, Yes,0.0,f," Failed: The mouse did not make physical contact with the water drop using its tongue. The mouse’s right paw moved toward the drop, but there is no visual evidence of the paw bringing the drop close enough to the mouth for licking, nor any indication that the drop was transferred to the mouth. The mouse’s tongue remained retracted and did not touch the drop.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue. The mouse’s right paw moved toward the drop, but there is no visual evidence of the paw bringing the drop close enough to the mouth for licking, nor any indication that the drop was transferred to the mouth. The mouse’s tongue remained retracted and did not touch the drop.  
6. 0:00 - 0:40: Mouse is stationary, paws resting on surface.  
0:41 - 1:00: Mouse begins to move its right paw slightly.  
1:01 - 1:30: Water drop appears on spout. Mouse’s right paw moves toward the drop.  
1:31 - 2:00: Mouse’s right paw makes contact with the drop and begins to manipulate it.  
2:01 - 2:30: Mouse continues to manipulate the drop with its paw, but does not bring it close enough to its mouth for licking.  
2:31 - 3:00: Mouse continues to hold the drop with its paw, but does not lick it.  
3:01 - 3:30: Mouse releases the drop, which falls to the surface.  
3:31 - 4:00: Mouse remains stationary, paws resting on surface.  
7. 95%", 95%
34,34,46, No, Yes, No,0.0,f, Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not retrieved or consumed by the mouse. The mouse’s right paw remained stationary and did not move toward the spout or the water drop.,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not retrieved or consumed by the mouse. The mouse’s right paw remained stationary and did not move toward the spout or the water drop.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, paws resting on surface.  
   1:00 - 1:10: Mouse raises its right paw and begins to interact with the spout.  
   1:10 - 4:45: Mouse continues to lick and manipulate the spout, but no water drop is visible or contacted.  
7. 100%", 100%
35,35,42, No, Yes, No,0.0,f, Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not retrieved or consumed by the mouse. The mouse’s right paw remained stationary and did not approach the spout or the water drop.,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not retrieved or consumed by the mouse. The mouse’s right paw remained stationary and did not approach the spout or the water drop.  
6. 0:00 - 0:59: Mouse is stationary, paws resting on surface.  
   1:00 - 1:10: Mouse raises right paw toward spout, but does not touch the water drop.  
   1:11 - 4:45: Mouse continues to manipulate the water drop with its right paw, but the drop remains on the spout and is never licked or consumed.  
7. 100%", 100%
36,36,24, No, Yes, Yes,0.0,s," Failed: The mouse did not make physical contact with the water drop using its tongue. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water drop in this setup, and no such contact occurred, the mouse did not successfully retrieve any water.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water drop in this setup, and no such contact occurred, the mouse did not successfully retrieve any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:01 - 1:10: Mouse lifts right paw and begins to reach toward the water drop.  
1:11 - 1:20: Mouse’s right paw makes contact with the water drop.  
1:21 - 1:30: Mouse manipulates the water drop with its right paw.  
1:31 - 2:00: Mouse brings the water drop to its mouth and begins to lick it.  
2:01 - 3:00: Mouse continues to lick the water drop.  
3:01 - 4:00: Mouse continues to lick the water drop.  
4:01 - 4:45: Mouse stops licking and returns to resting position.  
7. 95%", 95%
37,37,19, No, Yes, Yes,0.0,f, Failed: The mouse did not make physical contact with the water drop using its tongue. The water drop was not retrieved or consumed by the mouse.,"1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue. The water drop was not retrieved or consumed by the mouse.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Mouse lifts right paw and touches the spout.  
1:10 - 1:20: Water drop is released and falls.  
1:20 - 3:50: Mouse continues to manipulate the spout with its paws but does not bring the water drop to its mouth.  
3:50 - 4:45: Mouse remains stationary, no further interaction with the water drop.  
7. 95%", 95%
38,38,11, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue did not touch the drop, the mouse did not consume any water, resulting in a failed trial.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue did not touch the drop, the mouse did not consume any water, resulting in a failed trial.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Water drop forms on the spout.  
1:10 - 1:20: Mouse begins to move its right paw toward the water drop.  
1:20 - 1:30: Mouse’s right paw makes contact with the water drop.  
1:30 - 2:00: Mouse manipulates the water drop with its paw, but no tongue contact is observed.  
2:00 - 4:45: Mouse continues to hold and manipulate the water drop with its paw, but no licking or consumption is observed.  
7. 95%", 95%
39,39,15, No, Yes, Yes,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking, and no contact occurred, the mouse did not consume any water.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking, and no contact occurred, the mouse did not consume any water.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, paws resting on surface.  
1:00 - 1:10: Water drop forms and remains attached to the spout.  
1:10 - 1:20: Mouse lifts right paw and begins to touch the water drop.  
1:20 - 2:00: Mouse manipulates the water drop with its right paw, bringing it closer to its mouth.  
2:00 - 3:00: Mouse continues to manipulate the water drop with its right paw, but no tongue contact is observed.  
3:00 - 4:00: Mouse continues to manipulate the water drop with its right paw, but no tongue contact is observed.  
4:00 - 4:45: Mouse continues to manipulate the water drop with its right paw, but no tongue contact is observed.  
7. 95%", 95%
40,40,43, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was never touched or manipulated by the mouse’s paws or tongue. The mouse’s right paw remained stationary and did not reach toward the spout or the water drop. The mouse’s head was fixed, preventing any direct access to the water drop with its tongue. No evidence of water retrieval or consumption was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was never touched or manipulated by the mouse’s paws or tongue. The mouse’s right paw remained stationary and did not reach toward the spout or the water drop. The mouse’s head was fixed, preventing any direct access to the water drop with its tongue. No evidence of water retrieval or consumption was observed.  
6. 0:00 - 0:15: Mouse is stationary, paws resting on surface.  
0:16 - 0:40: Mouse raises left paw slightly, then lowers it; no interaction with spout.  
0:41 - 1:00: Mouse raises right paw slightly, then lowers it; no interaction with spout.  
1:01 - 1:30: Mouse raises right paw toward spout, but does not touch the water drop.  
1:31 - 2:00: Mouse continues to hold right paw near spout, but does not make contact with the water drop.  
2:01 - 2:30: Mouse lowers right paw, then raises it again, but still does not touch the water drop.  
2:31 - 3:00: Mouse holds right paw near spout, but does not make contact with the water drop.  
3:01 - 3:30: Mouse lowers right paw, then raises it again, but still does not touch the water drop.  
3:31 - 4:00: Mouse holds right paw near spout, but does not make contact with the water drop.  
4:01 - 4:45: Mouse lowers right paw, then raises it again, but still does not touch the water drop.  
7. 100%", 100%
41,41,34, No, Yes, No,0.0,f, Failed: The mouse did not make any physical contact with the water drop using its tongue or paw. The water drop remains on the spout and is never touched or moved by the mouse.,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue or paw. The water drop remains on the spout and is never touched or moved by the mouse.  
6. 0:00 - 0:18: Mouse is chewing a food pellet.  
   0:19 - 0:50: Mouse pauses chewing and remains still.  
   0:51 - 1:10: Mouse begins to lick its paws and face.  
   1:11 - 1:20: Mouse raises its right paw toward the spout.  
   1:21 - 4:45: Mouse continues to lick its paws and face, but does not touch the water drop.  
7. 100%", 100%
42,42,3, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking, and no contact occurred, the mouse did not consume any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking, and no contact occurred, the mouse did not consume any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:30: Mouse begins to move its right paw toward the spout.  
1:30 - 2:00: Mouse’s right paw makes contact with the water drop and begins to manipulate it.  
2:00 - 4:45: Mouse continues to manipulate the water drop with its right paw, bringing it close to its mouth, but no tongue contact with the drop is observed.  
7. 95%", 95%
43,43,47, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Mouse begins to move its right paw toward the spout.  
1:10 - 1:30: Mouse’s right paw makes contact with the water drop.  
1:30 - 2:00: Mouse manipulates the water drop with its paw, bringing it closer to its mouth.  
2:00 - 4:45: Mouse licks the water drop from its paw, but no tongue contact with the drop is observed.  
7. 95%", 95%
44,44,45, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, paws resting.  
1:00 - 1:10: Mouse begins to move its right paw toward the spout.  
1:10 - 1:20: Mouse’s right paw makes contact with the water drop.  
1:20 - 2:00: Mouse manipulates the water drop with its right paw, bringing it closer to its mouth.  
2:00 - 4:45: Mouse continues to manipulate the water drop with its right paw, but no tongue contact is observed. The water drop remains intact and is not consumed.  
7. 95%", 95%
45,45,53, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not consumed, and no evidence of licking or drinking occurred. The mouse’s right paw did not come near the water drop, and the drop remained intact on the spout without being touched or moved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not consumed, and no evidence of licking or drinking occurred. The mouse’s right paw did not come near the water drop, and the drop remained intact on the spout without being touched or moved.  
6. 0:58 - 1:00: Water drop forms and remains attached to the spout.  
   1:00 - 1:08: Mouse remains stationary, no paw movement toward the spout.  
   1:08 - 1:15: Mouse lifts its right paw slightly but does not reach the spout or the water drop.  
   1:15 - 1:30: Mouse continues to hold its position, no interaction with the water drop.  
   1:30 - 4:45: Mouse remains in the same posture, no further movement toward the spout or water drop.  
7. 100%", 100%
46,46,20, No, Yes, Yes,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, paws resting.  
1:00 - 1:30: Mouse begins to move its right paw toward the water drop.  
1:30 - 2:00: Mouse uses its right paw to touch and manipulate the water drop.  
2:00 - 4:45: Mouse continues to manipulate the water drop with its right paw, but no tongue contact occurs. Water is visibly splashed and drips from the paw.  
7. 95%", 95%
47,47,48, No, Yes, Yes,0.0,s," Failed: The mouse did not make physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not successfully retrieve any water.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not successfully retrieve any water.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, paws resting.  
1:00 - 1:10: Water drop forms and becomes visible on the spout.  
1:10 - 1:30: Mouse begins to move its right paw toward the water drop.  
1:30 - 2:00: Mouse uses its right paw to touch and manipulate the water drop.  
2:00 - 2:30: Mouse lifts the water drop with its paw and brings it close to its mouth.  
2:30 - 3:00: Mouse attempts to lick the water drop with its tongue, but the tongue does not make contact with the drop.  
3:00 - 3:30: Mouse continues to manipulate the water drop with its paw, but no licking occurs.  
3:30 - 4:00: Mouse drops the water drop and it falls away from the spout.  
4:00 - 4:30: Mouse remains stationary, head fixed, paws resting.  
7. 95%", 95%
48,48,14, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue did not touch the drop, the mouse could not have consumed any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue did not touch the drop, the mouse could not have consumed any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Mouse lifts right paw slightly.  
1:10 - 1:20: Water drop appears on spout.  
1:20 - 1:30: Mouse extends right paw toward water drop.  
1:30 - 2:00: Mouse brings paw close to water drop, but does not lick or make contact with the drop.  
2:00 - 3:00: Mouse continues to hold paw near drop, but no licking or consumption occurs.  
3:00 - 4:45: Mouse remains stationary, no further interaction with the drop.  
7. 95%", 95%
49,49,12, No, Yes, No,0.0,s," Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not consumed, and no evidence of licking or drinking occurred. The mouse only touched the water drop with its paw, but this does not constitute successful retrieval as per the protocol.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not consumed, and no evidence of licking or drinking occurred. The mouse only touched the water drop with its paw, but this does not constitute successful retrieval as per the protocol.  
6. 0:00 - 1:15: Mouse is stationary, paws resting on surface.  
1:16 - 1:40: Mouse extends right paw toward the water drop.  
1:41 - 4:45: Mouse holds the water drop with its paw and attempts to lick it, but no tongue contact with the drop is observed.  
7. 95%", 95%
50,50,23, No, Yes, No,0.0,f," Failed: The mouse did not extend its tongue to make contact with the water drop, and no physical interaction with the drop was observed. The mouse’s right paw remained stationary and did not approach the spout or the water drop. Therefore, no water was retrieved or consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not extend its tongue to make contact with the water drop, and no physical interaction with the drop was observed. The mouse’s right paw remained stationary and did not approach the spout or the water drop. Therefore, no water was retrieved or consumed.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
   1:00 - 1:30: Mouse raises right paw and begins to lick or manipulate an object near the spout, but no water drop is visible or interacted with.  
   1:30 - 2:00: Mouse continues to manipulate the area near the spout, but no water drop is observed.  
   2:00 - 4:49: Mouse remains stationary, paws resting on surface; no interaction with the spout or water drop occurs.  
7. 100%", 100%
51,51,57, No, Yes, No,0.0,f, Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw did not reach the water drop or bring it close enough to its mouth for licking. No evidence of water being retrieved or consumed.,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw did not reach the water drop or bring it close enough to its mouth for licking. No evidence of water being retrieved or consumed.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Water drop forms and remains attached to the spout.  
1:10 - 3:30: Mouse moves its paws and head slightly but does not extend its tongue or bring its right paw near the water drop.  
3:30 - 4:45: Mouse remains stationary, no further interaction with the water drop.  
7. 100%", 100%
52,52,52, No, Yes, No,0.0,f, Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw remained stationary and did not reach toward the spout or the water drop. No evidence of water being retrieved or consumed is visible.,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw remained stationary and did not reach toward the spout or the water drop. No evidence of water being retrieved or consumed is visible.  
6. 0:00 - 0:05: Mouse is stationary, head fixed, paws resting.  
0:06 - 0:20: Mouse moves its left paw slightly, but does not reach toward the spout.  
0:21 - 0:40: Mouse continues to move its left paw and head, but no interaction with the spout or water drop occurs.  
0:41 - 1:00: Mouse’s right paw remains stationary; no movement toward the spout.  
1:01 - 3:00: Mouse continues to move its left paw and head, but no interaction with the spout or water drop occurs.  
3:01 - 4:45: Mouse remains stationary, head fixed, paws resting. No interaction with the spout or water drop occurs.  
7. 100%", 100%
53,53,10, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was present on the spout, but the mouse’s right paw did not come near it, and no licking or retrieval behavior occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was present on the spout, but the mouse’s right paw did not come near it, and no licking or retrieval behavior occurred.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Water drop forms and remains on spout.  
1:10 - 2:00: Mouse begins to move its left paw toward the spout, but does not touch the water drop.  
2:00 - 3:00: Mouse continues to move its left paw, but still does not reach the water drop.  
3:00 - 4:00: Mouse begins to lick its paw, but does not interact with the water drop.  
4:00 - 4:45: Mouse remains stationary, no further interaction with the water drop.  
7. 100%", 100%
54,54,0, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking the drop (as per the head-fixed setup), and no such contact occurred, the mouse did not consume any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking the drop (as per the head-fixed setup), and no such contact occurred, the mouse did not consume any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Water drop forms and remains attached to the spout.  
1:10 - 1:30: Mouse begins to move its right paw toward the water drop.  
1:30 - 2:00: Mouse uses its right paw to touch and manipulate the water drop.  
2:00 - 4:45: Mouse continues to manipulate the water drop with its right paw, but no tongue contact occurs. The mouse does not lick or consume any water.  
7. 95%", 95%
55,55,38, No, Yes, No,0.0,f, Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw did not reach the water drop or bring it close to its mouth. The mouse’s tongue remained retracted and did not touch the water drop.,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw did not reach the water drop or bring it close to its mouth. The mouse’s tongue remained retracted and did not touch the water drop.  
6. 0:00 - 0:45: Mouse is stationary, paws resting on the surface.  
0:46 - 1:10: Mouse lifts its right paw and begins to move it toward the spout.  
1:11 - 1:30: Mouse’s right paw makes contact with the spout, but does not reach or interact with the water drop.  
1:31 - 4:45: Mouse continues to manipulate the spout with its right paw, but no contact with the water drop is observed.  
7. 100%", 100%
56,56,58, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not consumed, and no evidence of licking or drinking occurred. The mouse’s right paw did not come near the water drop, and no attempt to retrieve or manipulate the drop was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not consumed, and no evidence of licking or drinking occurred. The mouse’s right paw did not come near the water drop, and no attempt to retrieve or manipulate the drop was observed.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Mouse begins to move its right paw slightly toward the spout.  
1:10 - 1:30: Mouse’s right paw makes contact with the water drop.  
1:30 - 2:00: Mouse begins to lick the water drop with its tongue.  
2:00 - 4:45: Mouse continues to lick the water drop, consuming most of it.  
7. 95%", 95%
57,57,55, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue did not touch the drop, the mouse could not have consumed any water, resulting in a failed trial.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue did not touch the drop, the mouse could not have consumed any water, resulting in a failed trial.  
6. 0:00 - 0:30: Mouse is stationary, paws resting on surface.  
0:30 - 1:00: Mouse begins to move its right paw slightly, but does not reach the spout.  
1:00 - 1:30: Water drop forms on the spout.  
1:30 - 2:00: Mouse extends its right paw toward the water drop and makes contact.  
2:00 - 3:00: Mouse holds the water drop with its paw and brings it to its mouth.  
3:00 - 4:00: Mouse licks the water drop with its tongue.  
4:00 - 4:30: Mouse continues to lick the water drop.  
7. 95%", 95%
58,58,5, No, Yes, Yes,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking in this setup, and no contact occurred, the mouse did not consume any water.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking in this setup, and no contact occurred, the mouse did not consume any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Mouse begins to move its right paw toward the spout.  
1:10 - 1:20: Water drop is delivered and adheres to the spout.  
1:20 - 1:30: Mouse uses its right paw to touch and manipulate the water drop.  
1:30 - 2:30: Mouse continues to manipulate the water drop with its right paw, bringing it close to its mouth.  
2:30 - 3:30: Mouse continues to manipulate the water drop with its right paw, bringing it close to its mouth.  
3:30 - 4:30: Mouse continues to manipulate the water drop with its right paw, bringing it close to its mouth.  
7. 95%", 95%
59,59,44, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse used its right paw to touch and manipulate the water drop, but since the mouse is head-fixed and its tongue cannot reach the spout directly, the water drop was not licked or consumed. The mouse’s tongue remained retracted and did not make contact with the drop. Therefore, no water was ingested.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse used its right paw to touch and manipulate the water drop, but since the mouse is head-fixed and its tongue cannot reach the spout directly, the water drop was not licked or consumed. The mouse’s tongue remained retracted and did not make contact with the drop. Therefore, no water was ingested.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:20: Mouse lifts right paw and touches the water drop.  
1:20 - 4:45: Mouse manipulates the water drop with its right paw, bringing it close to its mouth, but no tongue contact occurs. The mouse does not lick or ingest any water.  
7. 95%", 95%
