Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
48,11, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: A water drop is delivered to the mouse's nose. 9.0 - 17.9 seconds: The mouse grabs the water with its mouth and drinks it. 18.0 - 286.1 seconds: The mouse continues to drink the water.
7. I am 100% confident in my results.", I am 100% confident in my results.
49,9,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.9 - 178.4seconds, The mouse then grabs a water drop and drinks it. 181.6 - 286.2seconds, The mouse continues to drink the water while the camera watches.7. I am 100% confident in my results.",
50,15, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.9 seconds: The mouse is seen sitting in front of a spout with water dripping from it. 9.7 - 18.3 seconds: The mouse uses its tongue to lick the water off the spout. 18.3 - 286.2 seconds: The mouse continues to lick the water off the spout. 
7. I am 100% confident in my results.", I am 100% confident in my results.
51,85, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8 seconds, The mouse is sitting in a chair waiting for the water drop to be delivered. 19.8 - 179.2 seconds, A water drop is delivered and the mouse uses his tongue to grab it and drink it. 179.2 - 286.2 seconds, The mouse waits for another drop but it never comes. 
7. 99%", 99%
52,43, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.1 - 180.2seconds, The mouse then grabs a water drop and drinks it. 181.4 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
53,34, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 19.4 - 110.2seconds, The mouse then uses his tongue to lick the drop of water off the spout. 111.6 - 286.6seconds, The mouse continues licking the water off the spout while the camera watches. 
7. 99%", 99%
54,13, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with water dripping down. 10.9 - 190.3seconds, The mouse then uses his tongue to grab the drop and drink it. 192.5 - 286.2seconds, He continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
55,47,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 79.8 - 160.3seconds, A metal tool is then shown dripping water onto a surface and the mouse grabbing it with his mouth. 160.3 - 286.2seconds, The mouse continues to drink the water while the camera watches on.",
56,83, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.9 seconds, The mouse is sitting in a chair waiting for the water drop to be delivered. 18.3 - 20.9 seconds, A metal rod drops a water drop on a spout. 21.3 - 23.9 seconds, The mouse uses its paw to grab the drop and drink it. 24.3 - 286.6 seconds, The mouse waits for another drop to be delivered.
7. I am 100% confident in my results.", I am 100% confident in my results.
57,45,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 8.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.7 - 171.2seconds, The mouse then grabs a water drop and drinks it. 173.0 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
58,80,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 79.8 - 160.4seconds, The mouse then grabs a water drop and begins to eat it. 160.4 - 286.1seconds, The mouse continues to eat the water while the camera watches.",
59,53,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0 - 80.9seconds, A mouse is seen sitting in front of a camera and grabbing a water drop with his tongue. 79.2 - 179.2seconds, The mouse continues to grab the water while the camera watches. 179.2 - 286.4seconds, The mouse grabs the water and drinks it all up.",
60,20, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.9 seconds, The mouse is licking the water off of a spout. 18.4 - 286.4 seconds, The mouse is holding the drop in his mouth and licking it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
61,70, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8 seconds, The mouse is sitting in a chair waiting for the water drop to be delivered. 20.2 - 27.5 seconds, The mouse lifts his paw and touches the water drop. 27.9 - 286.6 seconds, The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
62,14,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a camera. 19.2 - 111.0seconds, The mouse is shown drinking water from a spout. 113.2 - 286.6seconds, The mouse continues to drink the water while the camera watches.",
63,76,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 18.9 - 173.0seconds, The mouse then grabs a water droplet with his mouth and begins to drink. 173.0 - 286.1seconds, The mouse continues drinking while the camera watches on.",
64,23, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 27.2 - 160.7seconds, The mouse then grabs the water and drinks it. 160.7 - 286.2seconds, The mouse continues to drink the water while looking back to the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
65,52,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a camera. 19.1 - 113.0seconds, The mouse then grabs a water droplet with his mouth and begins to drink. 115.2 - 286.2seconds, The mouse continues drinking while the camera watches on.",
66,10,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.9 - 190.8seconds, The mouse then grabs a water drop and drinks it. 192.0 - 286.1seconds, The mouse continues to drink the water while the camera watches.",
67,0, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: The mouse is sitting in a chair with its head fixed in place. 9.4 - 18.9 seconds: A metal rod with a drop of water at the end is lowered into front of the mouse. 19.4 - 286.5 seconds: The mouse uses its tongue to lick the drop of water off the metal rod. 
7. I am 100% confident in my results.", I am 100% confident in my results.
68,81, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.2 - 111.2seconds, The mouse then grabs the water and begins to drink it. 113.6 - 286.4seconds, The mouse continues drinking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
69,38, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: A water drop is placed on a metal spout. 9.0 - 17.8 seconds: The mouse lifts its paw and touches the water drop. 18.9 - 286.2 seconds: The mouse drinks the water drop. 
7. I am 100% confident in my results.", I am 100% confident in my results.
70,26,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 27.8seconds, A close up of a mouse is seen sitting in front of a camera. 29.0 - 171.2seconds, The mouse then grabs a piece of food and begins eating it. 171.2 - 286.1seconds, The mouse continues to eat while looking back to the camera.",
71,58,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 28.9 - 170.4seconds, The mouse then grabs a water drop and begins to drink it. 170.4 - 279.5seconds, The mouse continues drinking while the camera watches on. 279.5 - 286.5seconds, The mouse finishes drinking and looks back at the camera.",
72,5, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 87.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 87.9 - 177.2seconds, The mouse then uses his tongue to grab the drop and drink it. 177.2 - 286.2seconds, He continues to do this several times while looking up at the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
73,44, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 18.9 - 107.8seconds, The mouse then uses his tongue to lick the water off the spout. 107.8 - 286.2seconds, He continues licking the water off the spout while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
