,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
28,28,63, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 1:40: The mouse remains stationary with both paws on the surface.  
1:40 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
2:00 - 2:20: The right paw touches the water drop, and the tongue extends to lick the water.  
2:20 - 2:40: The mouse continues to lick the water, consuming it.  
2:40 - 3:00: The mouse retracts its paw and continues to lick the remaining water.  
3:00 - 3:00: The mouse returns to a stationary position.  
7. 95%", 95%,6.467986057177867,5.727441191191192,7.046727352352352,40.02839810046755,39.65092892500989,40.5511972227706
29,29,2, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating that the mouse successfully consumed the entire drop.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating that the mouse successfully consumed the entire drop.
6. 0:00 - 1:30: The mouse is stationary with its paws on the surface.
1:31 - 1:40: The mouse's right paw lifts and moves towards the water drop.
1:41 - 1:45: The mouse's right paw touches the water drop, and the tongue extends to make contact with the water.
1:46 - 4:45: The mouse continues to lick the water drop, consuming it completely.
7. 95%", 95%,6.334359499585793,5.2279235485485485,7.047210960960961,40.12304845770555,39.65063088404287,40.94751132894039
30,30,31, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.  
6. 0:00 - 1:40: The mouse remains stationary with both paws on the surface.  
   1:40 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
   2:00 - 2:10: The right paw makes contact with the water drop.  
   2:10 - 2:20: The mouse brings the water drop to its mouth.  
   2:20 - 4:40: The mouse licks the water drop with its tongue, consuming it completely.  
7. 95%", 95%,6.710590968123295,6.033002377377377,8.30018330830831,39.87117630374953,38.93992677057175,40.32546864412492
31,31,50, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 1:20: The mouse is stationary with both paws on the surface.  
1:20 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:40 - 2:00: The right paw touches the water drop, and the tongue makes contact with the water.  
2:00 - 4:40: The mouse continues to lick the water, consuming it completely.  
7. 95%", 95%,6.488977555141348,5.699630255255255,7.265382882882883,40.01442290941523,39.51821854478656,40.572336777060734
32,32,71, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no evidence of water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no evidence of water being consumed or transferred.  
6. 0:00 - 1:00: Mouse remains stationary with paws on the surface.  
1:01 - 1:05: Mouse lifts its right paw and moves it toward the spout.  
1:06 - 1:10: Water drop is visible on the spout, but the mouse's paw does not make contact.  
1:11 - 1:15: Mouse retracts its paw without touching the drop.  
1:16 - 4:40: Mouse remains stationary, no further movement toward the spout.  
7. 95%", 95%,6.619110996772635,5.635656906906907,7.871442692692693,39.93460276150062,39.17026022911124,40.62135815034674
33,33,72, Yes, Yes, No,100.0,s," Classification: Successful  
Justification: The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop. The entire drop was consumed, as evidenced by the absence of the drop after the interaction.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Classification: Successful  
Justification: The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop. The entire drop was consumed, as evidenced by the absence of the drop after the interaction.  
6. Timeline of key events:  
0:00 - 1:45: The mouse remains stationary with both paws on the surface.  
1:46 - 2:00: The mouse's right paw lifts and moves toward the spout.  
2:01 - 2:15: The right paw makes contact with the water drop on the spout.  
2:16 - 2:30: The mouse brings the water drop close to its mouth.  
2:31 - 2:45: The tongue makes physical contact with the water drop.  
2:46 - 3:00: The mouse consumes the water drop.  
3:01 - 3:05: The mouse returns to a stationary position.  
7. Confidence: 95%", Confidence: 95%,6.521351426857892,5.907608858858858,7.777352352352352,39.993710869368165,39.22248585788847,40.41668627793106
34,34,36, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 1:10: The mouse is stationary with both paws on the surface.  
   1:10 - 1:30: The water drop appears on the spout.  
   1:30 - 1:40: The mouse's right paw lifts and moves toward the water drop.  
   1:40 - 2:00: The right paw touches the water drop, and the tongue makes contact with the water.  
   2:00 - 4:40: The mouse continues to lick the water, consuming it completely.  
7. 95%", 95%,6.830977216440578,6.074139139139139,7.740932182182182,39.79293989770537,39.242870982210825,40.29595624871399
35,35,17, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made clear physical contact with the water, indicating full consumption. The water drop was fully transferred to the mouth, and no spillage was observed.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made clear physical contact with the water, indicating full consumption. The water drop was fully transferred to the mouth, and no spillage was observed.  
6. 0:00 - 1:35: The mouse remains stationary with both paws on the surface.  
1:36 - 1:45: The mouse lifts its right paw and moves it toward the spout.  
1:46 - 1:50: The right paw makes contact with the water drop.  
1:51 - 2:00: The mouse brings the water drop close to its mouth.  
2:01 - 2:10: The tongue extends and makes contact with the water drop.  
2:11 - 4:45: The mouse continues to lick the water drop, consuming it completely.  
7. 95%", 95%,6.46380358807083,5.7501388888888885,7.2400243993994,40.03322111346169,39.53340331064871,40.53402026100095
36,36,40, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the water, indicating full consumption.  
6. 0:00 - 1:30: The mouse remains stationary with both paws on the surface.  
1:30 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:40 - 1:50: The right paw makes contact with the water drop, and the mouse brings it toward its mouth.  
1:50 - 2:00: The mouse's tongue makes contact with the water drop, and it begins to drink.  
2:00 - 4:40: The mouse continues to drink, with the tongue repeatedly making contact with the water drop.  
7. 95%", 95%,6.7303269217493344,5.825289664664664,7.608513513513514,39.856602967183065,39.31780544562208,40.4776283518055
37,37,79, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout and was not retrieved.  
6. 0:00 - 1:50: The mouse is stationary, with both paws resting on the surface.  
   1:51 - 2:00: The mouse lifts its right paw toward the spout.  
   2:01 - 2:10: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
   2:11 - 2:20: The mouse attempts to lick the water drop, but the tongue does not make contact.  
   2:21 - 2:30: The mouse retracts its right paw and returns to a stationary position.  
   2:31 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%,6.363863874650511,5.436465840840841,7.525341591591592,40.104683151013006,39.36554142585252,40.77763697311042
38,38,6, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming it entirely. The entire water drop was ingested, as evidenced by the complete disappearance of the drop and the mouse's licking behavior.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming it entirely. The entire water drop was ingested, as evidenced by the complete disappearance of the drop and the mouse's licking behavior.  
6. 0:00 - 1:40: The mouse remains stationary with both paws on the surface.  
1:40 - 1:48: The mouse lifts its right paw and moves it toward the spout.  
1:48 - 1:50: The right paw makes contact with the water drop on the spout.  
1:50 - 4:45: The mouse brings the water drop to its mouth and licks it, consuming the entire drop.  
7. 95%", 95%,6.40031518587553,5.6265628128128125,7.1176526526526525,40.07544982794865,39.607435706135455,40.62837189335597
39,39,7, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.  
6. 0:00 - 1:18: The mouse is stationary, paws resting on the surface.  
   1:19 - 1:25: The mouse lifts its right paw toward the spout.  
   1:26 - 1:30: The right paw makes contact with the water drop.  
   1:31 - 1:35: The water drop is lifted and brought toward the mouth.  
   1:36 - 4:45: The mouse uses its tongue to lick the water drop, consuming it completely.  
7. 95%", 95%,6.36809102205654,5.519656531531531,8.21531906906907,40.1050950209238,38.98455925507652,40.711683068889855
40,40,35, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.  
6. 0:00 - 1:40: The mouse remains stationary with both paws on the surface.  
1:40 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
2:00 - 2:20: The right paw makes contact with the water drop, and the mouse brings it toward its mouth.  
2:20 - 4:40: The mouse uses its tongue to lick the water drop, consuming it completely.  
7. 95%", 95%,6.7965500953539735,5.9424055305305306,7.992180305305305,39.81506943597048,39.10415087762616,40.39118074615007
41,41,69, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made clear contact with the water, indicating full consumption. The drop was fully transferred to the mouth, and no water remained on the spout.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made clear contact with the water, indicating full consumption. The drop was fully transferred to the mouth, and no water remained on the spout.  
6. 0:00 - 2:14: The mouse remains stationary with both paws on the surface.  
2:15 - 2:20: The mouse lifts its right paw toward the spout.  
2:21 - 2:25: The right paw makes contact with the water drop.  
2:26 - 4:45: The mouse brings the water drop to its mouth and licks it, with the tongue clearly making contact.  
7. 95%", 95%,6.806845336716026,6.078272022022022,8.456811811811813,39.814197983699415,38.858736944602846,40.293002286285
42,42,65, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating the mouse consumed the entire drop.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating the mouse consumed the entire drop.
6. 2:12 - 2:18: The mouse's right paw moves towards the water drop.
2:18 - 2:22: The mouse's right paw touches the water drop.
2:22 - 2:28: The mouse's tongue makes contact with the water drop.
2:28 - 2:32: The mouse begins to drink the water.
2:32 - 2:36: The mouse continues to drink the water.
2:36 - 2:40: The mouse finishes drinking the water.
7. 95%", 95%,7.164659077180628,6.051007882882883,9.067339214214217,39.59452862663901,38.55600497635416,40.31252642162832
43,43,30, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:58: The mouse remains stationary with both paws on the surface.  
1:59 - 2:03: The mouse lifts its left paw and moves it toward the spout.  
2:04 - 2:06: The mouse's left paw touches the water drop, but the drop does not detach.  
2:07 - 2:10: The mouse retracts its left paw without retrieving the water.  
2:11 - 4:45: The mouse remains stationary with no further interaction with the water drop.  
7. 95%", 95%,6.698053182492838,5.969377502502502,7.669398773773774,39.87763212178705,39.28319041177953,40.37151316392448
44,44,21, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 1:00: The mouse is stationary with both paws on the surface.  
   1:00 - 1:30: The water drop appears on the spout.  
   1:30 - 2:00: The mouse's right paw lifts and moves toward the water drop.  
   2:00 - 2:30: The right paw touches the water drop, and the tongue makes contact with the water.  
   2:30 - 3:00: The mouse consumes the water drop.  
7. 95%", 95%,6.460825243346796,5.623713713713713,7.725765765765765,40.039834532816926,39.25138824050759,40.6305715691429
45,45,46, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 1:00: The mouse is stationary with both paws on the surface.  
   1:00 - 1:20: The water drop appears on the spout.  
   1:20 - 1:40: The mouse's right paw lifts and moves toward the water drop.  
   1:40 - 2:00: The right paw touches the water drop, and the tongue extends to lick it.  
   2:00 - 4:40: The mouse continues to lick the water drop, consuming it entirely.  
7. 95%", 95%,6.617994934589762,5.7151088588588586,7.970411661661662,39.93294424321513,39.11599608132896,40.56055853809147
46,46,24, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.  
6. 0:00 - 1:20: The mouse remains stationary with both paws on the surface.  
1:20 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:40 - 2:00: The water drop is visible on the spout, and the mouse's right paw makes contact with it.  
2:00 - 2:20: The mouse brings the water drop close to its mouth, and the tongue makes contact with the drop.  
2:20 - 2:40: The mouse continues to lick the water drop, consuming it.  
2:40 - 3:00: The mouse finishes drinking, and the water drop is no longer visible.  
7. 95%", 95%,6.643167348382866,5.89033470970971,7.576451451451452,39.91224893671711,39.33614516172484,40.4294038722684
47,47,19, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.
6. 0:00 - 1:10: The mouse is stationary with its paws on the surface.
1:11 - 1:15: The mouse's right paw lifts and moves towards the water drop.
1:16 - 1:20: The mouse's right paw touches the water drop.
1:21 - 4:45: The mouse's tongue makes contact with the water drop and begins to consume it.
7. 95%", 95%,6.351964572330951,5.569524524524525,6.875376001001001,40.10841783327654,39.75783906991836,40.67262240234473
48,48,94, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming it entirely. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming it entirely. There is no evidence of spillage or incomplete retrieval.  
6. 0:00 - 2:35: The mouse remains stationary with both paws on the surface. 2:36 - 2:40: The mouse lifts its right paw and moves it toward the water drop. 2:41 - 2:45: The right paw makes contact with the water drop. 2:46 - 4:45: The mouse brings the water drop to its mouth and licks it, consuming the entire drop.  
7. 95%", 95%,6.903313992872183,5.806871871871872,8.140588713713713,39.7567192482762,39.02424547394917,40.491381173992366
49,49,11, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made clear contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made clear contact with the water, indicating full consumption.  
6. 0:00 - 1:30: The mouse is stationary, with both paws resting on the surface.  
   1:30 - 1:40: The mouse lifts its right paw toward the spout.  
   1:40 - 1:50: The right paw makes contact with the water drop.  
   1:50 - 2:00: The mouse retracts its paw, bringing the water drop toward its mouth.  
   2:00 - 4:45: The mouse licks the water drop, with the tongue making clear contact and consuming the liquid.  
7. 95%", 95%,6.684776899744572,5.5767198448448445,7.521524024024024,39.89068369248361,39.36774513871448,40.66701533284014
50,50,9, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout, and no retrieval occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout, and no retrieval occurred.  
6. 0:00 - 1:30: Mouse remains stationary with paws on the surface.  
1:31 - 1:40: Mouse lifts its right paw slightly but does not reach the spout.  
1:41 - 2:00: Mouse extends its tongue but does not make contact with the water drop.  
2:01 - 4:45: Mouse continues to lick without any paw movement toward the spout.  
7. 95%", 95%,6.293207561009285,5.477065815815815,7.610551176176176,40.15480844750635,39.31664250207238,40.745324011562346
51,51,43, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating the mouse consumed the entire drop.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating the mouse consumed the entire drop.  
6. 0:00 - 1:30: The mouse is stationary with both paws on the surface.  
1:30 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
2:00 - 2:30: The mouse's right paw touches the water drop, and the tongue makes contact with the water.  
2:30 - 3:00: The mouse continues to lick the water drop, consuming it entirely.  
7. 95%", 95%,6.626410774999138,5.745832707707708,7.879674049049049,39.92501630954177,39.165721080518566,40.53727383691111
52,52,34, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.  
6. 0:00 - 1:38: The mouse remains stationary with both paws on the surface.  
1:39 - 1:42: The mouse lifts its right paw and moves it toward the spout.  
1:43 - 1:45: The right paw makes contact with the water drop.  
1:46 - 4:45: The mouse brings the water drop to its mouth and licks it repeatedly until the drop is fully consumed.  
7. 95%", 95%,6.687971592281937,5.995636261261262,7.324429429429429,39.88215155395493,39.48306561917078,40.352450833425664
53,53,3, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating successful retrieval and consumption of the water.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating successful retrieval and consumption of the water.
6. 0:00 - 1:24: The mouse is stationary with its paws on the surface.
1:25 - 1:30: The mouse's right paw lifts and moves towards the spout.
1:31 - 1:35: The mouse's right paw touches the water drop.
1:36 - 1:40: The mouse's tongue extends and makes contact with the water drop.
1:41 - 4:45: The mouse continues to lick the water drop, consuming it.
7. 95%", 95%,6.689178176020849,5.79418480980981,8.035202077077077,39.8928302257661,39.08083557571169,40.50088017635552
54,54,13, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, and the tongue made clear physical contact with the water. The water drop was fully consumed, as evidenced by the complete disappearance of the drop and the mouse's sustained licking behavior. There is no visual evidence of spillage or loss of water.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, and the tongue made clear physical contact with the water. The water drop was fully consumed, as evidenced by the complete disappearance of the drop and the mouse's sustained licking behavior. There is no visual evidence of spillage or loss of water.  
6. 0:00 - 1:45: The mouse remains stationary with both paws on the surface.  
1:46 - 1:50: The mouse lifts its right paw and moves it toward the spout.  
1:51 - 1:55: The right paw makes contact with the water drop on the spout.  
1:56 - 4:45: The mouse uses its tongue to lick the water from its paw, consuming the entire drop.  
7. 95%", 95%,6.942754802216009,5.932276026026026,7.684698448448448,39.72403618639908,39.27453530638435,40.3985901052252
55,55,73, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There was no evidence of water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There was no evidence of water being consumed or transferred.  
6. 0:00 - 1:20: Mouse remains stationary with paws on the platform.  
1:21 - 1:30: Mouse lifts left paw and moves it toward the spout.  
1:31 - 1:35: Water drop is visible on the spout, but the mouse's paw does not make contact.  
1:36 - 1:40: Mouse retracts left paw without touching the drop.  
1:41 - 4:45: Mouse remains stationary with no further movement toward the spout.  
7. 95%", 95%,6.923143542249146,5.694042792792793,8.017543793793793,39.74250024225413,39.09039020037804,40.57659634164466
56,56,45, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 1:20: The mouse is stationary with both paws on the platform.  
   1:21 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
   1:41 - 2:00: The mouse's right paw touches the water drop, and the tongue makes contact with the water.  
   2:01 - 4:45: The mouse continues to lick the water drop, consuming it completely.  
7. 95%", 95%,6.362568549152601,5.708501626626626,7.230025025025025,40.10198176837481,39.53940560362941,40.56558231725959
57,57,53, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:00: Mouse is stationary, paws on surface. 1:01 - 1:10: Mouse lifts right paw toward spout. 1:11 - 1:20: Water drop forms on spout. 1:21 - 1:30: Mouse's right paw moves toward the drop but does not touch it. 1:31 - 2:00: Mouse's paw retracts without contact. 2:01 - 4:45: Mouse remains in position, no further interaction with the drop.  
7. 95%", 95%,6.596943592299197,5.9328409659659656,7.512968593593594,39.94433949274224,39.37268787502332,40.398176539478015
58,58,20, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it close to its mouth, and the tongue made clear physical contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it close to its mouth, and the tongue made clear physical contact with the drop, indicating full consumption.  
6. 0:00 - 1:20: The mouse is stationary, with both paws resting on the surface.  
   1:21 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
   1:41 - 2:00: The right paw makes contact with the water drop, and the mouse begins to bring it toward its mouth.  
   2:01 - 2:20: The mouse's tongue makes physical contact with the water drop, and the mouse begins to lick it.  
   2:21 - 4:45: The mouse continues to lick the water drop, consuming it completely.  
7. 95%", 95%,6.362723057108832,5.68412474974975,7.631868743743744,40.10284938160459,39.304494682963465,40.58416760026728
59,59,70, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout and was not retrieved.  
6. 0:00 - 1:10: The mouse is stationary with both paws on the surface.  
1:11 - 1:15: The mouse lifts its right paw slightly but does not move it toward the spout.  
1:16 - 2:20: The mouse brings its right paw close to the spout, but the water drop remains attached and is not touched.  
2:21 - 4:40: The mouse returns its right paw to the surface and remains stationary.  
7. 95%", 95%,6.469202219460841,5.507868493493493,7.602336711711712,40.03247633875949,39.3213326003124,40.720967984246215
60,60,48, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of any water being retrieved or ingested.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of any water being retrieved or ingested.  
6. 0:00 - 1:20: Mouse remains stationary with paws on the surface.  
1:21 - 1:30: Mouse lifts its right paw and moves it toward the spout.  
1:31 - 1:40: Right paw makes contact with the water drop, but the drop does not detach.  
1:41 - 2:00: Mouse attempts to lick the water drop with its tongue, but the tongue does not make contact with the drop.  
2:01 - 4:45: Mouse continues to attempt to reach the water drop with its paw and tongue, but no water is retrieved.  
7. 95%", 95%,6.666488514376446,5.913808183183183,7.369881131131131,39.89734774424954,39.45619877691375,40.4121312697069
