,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
26,26,39, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:10: The mouse is stationary, head fixed, with no movement of the paw or tongue.  
1:11 - 1:15: The mouse lifts its right paw toward the spout.  
1:16 - 1:20: The mouse's right paw makes contact with the water drop, but the drop does not detach.  
1:21 - 4:45: The mouse continues to hold the water drop with its paw but does not bring it to its mouth. The tongue does not make contact with the drop.  
7. 95%", 95%,30.626934790393843,24.986737987987983,35.995110735735736,33.28060985695479,32.56836846897701,34.15370798070227
27,27,62, No, Yes, Yes,50.0,ps," Partial Success: The mouse retrieved some of the water (between 50% and 70%). The mouse's right paw reached the water drop, and the drop was dislodged from the spout. The mouse then brought the water drop close to its mouth and licked it, consuming a significant portion of the water. However, some water was spilled during the process, indicating that not all of the water was consumed.","1. No  
2. Yes  
3. Yes  
4. 50%  
5. Partial Success: The mouse retrieved some of the water (between 50% and 70%). The mouse's right paw reached the water drop, and the drop was dislodged from the spout. The mouse then brought the water drop close to its mouth and licked it, consuming a significant portion of the water. However, some water was spilled during the process, indicating that not all of the water was consumed.  
6. 0:00 - 1:15: The mouse is stationary, with its paws resting on the surface.  
1:16 - 1:20: The mouse extends its right paw towards the water drop.  
1:21 - 1:25: The mouse's right paw makes contact with the water drop, dislodging it from the spout.  
1:26 - 1:30: The mouse brings the water drop close to its mouth and begins to lick it.  
1:31 - 1:35: The mouse continues to lick the water drop, consuming a significant portion of it.  
1:36 - 1:40: The mouse drops some of the water, and the remaining water is consumed.  
1:41 - 4:40: The mouse remains stationary, with its paws resting on the surface.  
7. 90%", 90%,30.42911146059853,26.329359984984983,34.74796734234234,33.30514880696502,32.72150956195696,33.92640058479184
28,28,29, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the mouse successfully brought the water to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the mouse successfully brought the water to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.
6. 0:00 - 0:59: The mouse is stationary, with its head fixed and paws resting on the surface.
0:59 - 1:05: The mouse lifts its right paw and moves it towards the spout.
1:05 - 1:10: The mouse's right paw makes contact with the water drop, and the drop adheres to the paw.
1:10 - 1:15: The mouse brings the water drop close to its mouth and begins to lick it.
1:15 - 4:45: The mouse continues to lick the water drop, consuming it entirely.
7. 95%", 95%,31.013500051775917,26.91723098098098,38.17734922422422,33.22509730835581,32.31274590221933,33.83049979592838
29,29,64, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:15: The mouse is stationary, with no visible movement of the paw or tongue.  
1:16 - 1:20: The mouse lifts its right paw toward the spout, but the water drop is not visible.  
1:21 - 1:25: The mouse's tongue extends, but it does not make contact with the water drop.  
1:26 - 1:30: The mouse retracts its paw and tongue without any interaction with the water drop.  
1:31 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%,29.01866451580891,23.41062937937938,33.590907157157154,33.51802431213325,32.868586282966334,34.436672712927205
30,30,68, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 1:10: The mouse is stationary, with no visible movement of the paw or tongue.  
   1:11 - 1:20: The water drop appears on the spout.  
   1:21 - 1:30: The mouse lifts its right paw and moves it toward the water drop.  
   1:31 - 1:40: The mouse's right paw touches the water drop, and the tongue extends to lick the water.  
   1:41 - 2:00: The mouse continues to lick the water, and the water drop is consumed.  
   2:01 - 2:10: The mouse retracts its paw and continues to lick the remaining water.  
   2:11 - 2:20: The mouse finishes licking and returns to a stationary position.  
7. 95%", 95%,29.53066699242346,24.10299361861862,34.73715402902903,33.44849898547817,32.72286126495417,34.310093750853255
31,31,63, No, Yes, Yes,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and although the right paw moved toward the spout and touched the drop, the drop was not successfully transferred to the mouth. The water was splashed and did not enter the mouth, indicating no effective consumption.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and although the right paw moved toward the spout and touched the drop, the drop was not successfully transferred to the mouth. The water was splashed and did not enter the mouth, indicating no effective consumption.  
6. 0:00 - 1:20: The mouse remains stationary with both paws on the surface.  
1:21 - 1:25: The mouse lifts its right paw and moves it toward the spout.  
1:26 - 1:30: The right paw makes contact with the water drop, causing it to detach and splash.  
1:31 - 1:35: The water drop is no longer visible, and the mouse does not bring it to its mouth.  
1:36 - 4:45: The mouse remains in place with no further interaction with the water.  
7. 95%", 95%,29.734650242915325,23.921316941941942,33.85611111111111,33.40802882243828,32.834432895516,34.34295275648756
32,32,113, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.
6. 0:00 - 1:08: The mouse is stationary, with its paws resting on the surface.
1:09 - 1:12: The water drop appears on the spout.
1:13 - 1:20: The mouse extends its right paw towards the water drop.
1:21 - 1:25: The mouse's right paw touches the water drop.
1:26 - 1:30: The mouse brings the water drop close to its mouth.
1:31 - 1:35: The mouse's tongue makes physical contact with the water drop.
1:36 - 4:45: The mouse continues to consume the water drop.
7. 95%", 95%,30.29841850471161,25.284141641641643,34.709695945945946,33.32798128556849,32.72629551563431,34.102321462897415
33,33,2, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:00: The mouse is positioned in the apparatus, with its head fixed and paws resting.  
1:00 - 1:10: The water drop appears on the spout.  
1:10 - 1:20: The mouse extends its right paw toward the water drop.  
1:20 - 1:30: The mouse's paw touches the water drop, but the drop remains attached to the spout.  
1:30 - 1:40: The mouse attempts to lick the water drop, but the tongue does not make contact.  
1:40 - 2:00: The mouse continues to attempt to retrieve the water drop, but no physical contact is made.  
2:00 - 2:20: The water drop remains on the spout, and the mouse does not successfully retrieve it.  
7. 95%", 95%,31.08847094939767,26.155740115115115,37.13633571071071,33.217827669505624,32.43281311736836,33.95513347329812
34,34,56, No, Yes, Yes,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:20: The mouse is stationary, with both paws on the surface.  
1:21 - 1:25: The mouse lifts its right paw and moves it toward the spout.  
1:26 - 1:30: The mouse's right paw touches the water drop, causing it to detach and fall.  
1:31 - 1:35: The water drop falls away from the spout, and the mouse does not attempt to retrieve it.  
1:36 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%,30.020113863863862,23.46185247747748,35.11945820820821,33.37616707930667,32.675325534914904,34.42718061145339
35,35,31, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the mouse successfully brought the water to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the mouse successfully brought the water to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.
6. 0:00 - 1:05: The mouse is stationary, with its paws resting on the surface.
1:06 - 1:10: The water drop forms on the spout.
1:11 - 1:15: The mouse's right paw lifts and moves towards the water drop.
1:16 - 1:20: The mouse's right paw makes contact with the water drop.
1:21 - 1:25: The mouse brings the water drop to its mouth.
1:26 - 4:45: The mouse licks the water drop, consuming it entirely.
7. 95%", 95%,29.800090068516788,26.40258883883884,34.7442042042042,33.39618177012771,32.72197992001119,33.91433848267043
36,36,50, No, Yes, Yes,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and the mouse did not retrieve any of it.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and the mouse did not retrieve any of it.  
6. 0:00 - 1:08: Mouse is stationary, head fixed, paws resting.  
1:09 - 1:15: Mouse lifts right paw toward the spout.  
1:16 - 1:20: Water drop detaches from the spout and falls.  
1:21 - 1:30: Mouse attempts to catch the falling drop with its paw but misses.  
1:31 - 1:40: Mouse retracts paw, no water is retrieved.  
1:41 - 4:44: Mouse remains stationary, no further interaction with the water drop.  
7. 95%", 95%,29.93140221040005,24.547486861861863,35.21402464964965,33.382650299228054,32.663646969665166,34.23073324608268
37,37,91, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:10: The mouse is stationary, with its paws resting on the platform.  
1:10 - 1:20: The water drop appears on the spout.  
1:20 - 2:00: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
2:00 - 2:30: The mouse attempts to reach the water drop with its right paw but fails to make contact.  
2:30 - 3:00: The mouse continues to attempt to reach the water drop but does not succeed.  
3:00 - 4:00: The mouse remains stationary, with no further attempts to reach the water drop.  
7. 95%", 95%,30.651704527803663,25.55573073073073,37.48692505005005,33.27743239963608,32.392005429740976,34.05592057349813
38,38,60, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:08: The mouse is stationary, with no movement of the paws or tongue.  
1:09 - 1:15: The water drop is visible on the spout, and the mouse remains stationary.  
1:16 - 1:20: The mouse lifts its right paw but does not touch the water drop.  
1:21 - 1:25: The mouse extends its tongue but does not make contact with the water drop.  
1:26 - 1:30: The mouse continues to move its tongue and paws but does not retrieve the water drop.  
1:31 - 4:45: The mouse remains in the same position, with no further interaction with the water drop.  
7. 95%", 95%,30.03049133184909,23.736757382382383,34.157860985985984,33.36319691291816,32.79589694139844,34.37658970053999
39,39,71, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the drop.  
6. 0:00 - 1:18: The mouse is stationary, with both paws resting on the surface.  
1:19 - 1:22: The mouse lifts its right paw slightly but does not reach the spout.  
1:23 - 1:38: The mouse extends its tongue but does not make contact with the water drop.  
1:39 - 2:00: The mouse lowers its right paw and returns to a resting position.  
2:01 - 4:45: The mouse remains stationary, with no further movement toward the spout.  
7. 95%", 95%,29.159411253926343,23.708538538538537,35.286238113113114,33.49561263758018,32.654750004337515,34.3817557720648
40,40,72, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue made clear physical contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue made clear physical contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval.  
6. 0:00 - 1:25: The mouse is stationary, head fixed, with both paws on the surface.  
1:26 - 1:30: The water drop appears on the spout.  
1:31 - 1:35: The mouse extends its right paw toward the water drop.  
1:36 - 1:40: The right paw touches the water drop.  
1:41 - 1:45: The mouse brings the water drop to its mouth.  
1:46 - 1:50: The tongue makes contact with the water drop and begins to consume it.  
1:51 - 2:00: The mouse continues to lick the water drop until it is fully consumed.  
2:01 - 4:40: The mouse remains in place, with no further movement.  
7. 95%", 95%,30.318880550809435,27.01599411911912,35.18603791291292,33.318941482475786,32.66709994556579,33.814594077783994
41,41,88, No, Yes, Yes,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 1:08: Mouse is stationary, paws on the surface, no movement toward the spout.  
1:09 - 1:15: Water drop appears on the spout.  
1:16 - 1:20: Mouse lifts its right paw toward the spout.  
1:21 - 1:25: Right paw touches the water drop, causing it to detach and fall.  
1:26 - 1:30: Water drop falls away from the spout, no further interaction.  
1:31 - 4:45: Mouse remains stationary, no further attempts to retrieve water.  
7. 95%", 95%,29.96833935228332,22.937627627627627,35.11852977977978,33.388322411278985,32.67544034781171,34.5253186280002
42,42,36, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed.  
6. 0:00 - 1:12: The mouse is stationary, with no movement of the paws or tongue.  
1:13 - 1:16: The mouse lifts its right paw toward the spout.  
1:17 - 1:20: The mouse's right paw makes contact with the water drop, but the drop does not detach.  
1:21 - 4:45: The mouse continues to hold the water drop with its right paw but does not bring it to its mouth. The water drop remains on the spout.  
7. 95%", 95%,30.44345692675434,26.416633508508507,35.23112487487487,33.30211075875054,32.66153851119766,33.91202889823872
43,43,95, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:05: The mouse is stationary, with its paws resting on the surface.  
   1:06 - 1:10: The water drop appears on the spout.  
   1:11 - 1:15: The mouse lifts its right paw toward the spout.  
   1:16 - 1:20: The mouse's right paw touches the water drop, but the drop remains on the spout.  
   1:21 - 1:25: The mouse retracts its paw without consuming the water.  
   1:26 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%,30.32523120102861,23.18036161161161,33.73054992492492,33.3263700564027,32.85056939115013,34.47960154231595
44,44,17, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.
6. 0:00 - 1:05: The mouse is stationary, with its paws resting on the surface.
1:06 - 1:10: The mouse lifts its right paw and moves it towards the spout.
1:11 - 1:15: The mouse's right paw touches the water drop on the spout.
1:16 - 1:20: The mouse brings the water drop close to its mouth.
1:21 - 4:45: The mouse licks the water drop, consuming it entirely.
7. 95%", 95%,30.4139414090815,25.53957707707708,34.30853728728729,33.307673189623294,32.77678158160066,34.0586665958548
45,45,40, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the drop.  
6. 0:00 - 1:05: The mouse is stationary, with both paws on the surface.  
1:06 - 1:10: The water drop appears on the spout.  
1:11 - 1:15: The mouse lifts its right paw slightly but does not reach the spout.  
1:16 - 1:20: The mouse lowers its right paw back to the surface.  
1:21 - 4:45: The mouse remains stationary, with no further movement of the right paw or tongue toward the water drop.  
7. 95%", 95%,29.969617505436467,23.47611423923924,35.741383883883884,33.37704465231084,32.59908996763792,34.424541466616404
46,46,8, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the water drop was transferred to the mouse's mouth. The mouse's tongue made physical contact with the water drop, and the mouse consumed the entire water drop. The mouse's right paw was used to bring the water drop close to its mouth, and the mouse's tongue licked the water drop. The mouse's right paw was lifted off the surface and moved towards the spout, and the water drop was consumed.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the water drop was transferred to the mouse's mouth. The mouse's tongue made physical contact with the water drop, and the mouse consumed the entire water drop. The mouse's right paw was used to bring the water drop close to its mouth, and the mouse's tongue licked the water drop. The mouse's right paw was lifted off the surface and moved towards the spout, and the water drop was consumed.
6. 0:00 - 0:00: The mouse is positioned in the apparatus, with its head fixed and its right paw resting on the surface.
0:00 - 0:00: The water drop is delivered to the spout.
0:00 - 0:00: The mouse's right paw lifts off the surface and moves towards the spout.
0:00 - 0:00: The mouse's right paw reaches the water drop on the spout.
0:00 - 0:00: The water drop is transferred to the mouse's mouth.
0:00 - 0:00: The mouse's tongue makes physical contact with the water drop.
0:00 - 0:00: The mouse consumes the entire water drop.
0:00 - 0:00: The mouse's right paw is used to bring the water drop close to its mouth.
0:00 - 0:00: The mouse's tongue licks the water drop.
0:00 - 0:00: The mouse's right paw is lifted off the surface and moves towards the spout.
0:00 - 0:00: The water drop is consumed.
7. 95%", 95%,29.451194103586342,23.80275900900901,34.14283658658659,33.44958506557785,32.79780761408268,34.36453061250823
47,47,79, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of water being consumed or retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of water being consumed or retrieved.  
6. 0:00 - 1:18: Mouse is stationary, head fixed, paws resting on the platform.  
1:19 - 1:25: Mouse lifts its right paw toward the spout.  
1:26 - 1:30: Water drop is visible on the spout, but the mouse's paw does not make contact with it.  
1:31 - 1:35: Mouse retracts its paw without touching the drop.  
1:36 - 2:45: Mouse remains stationary, no further movement toward the spout.  
2:46 - 4:45: No further interaction with the spout or water drop.  
7. 95%", 95%,30.61655529451866,23.905394144144143,33.81199324324324,33.28114935539552,32.84009587350718,34.34584452274892
48,48,7, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the mouse successfully brought the water to its mouth and consumed it entirely. The water drop was fully transferred to the mouse's mouth, and the mouse licked the water drop completely, indicating that most of the water was retrieved.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the mouse successfully brought the water to its mouth and consumed it entirely. The water drop was fully transferred to the mouse's mouth, and the mouse licked the water drop completely, indicating that most of the water was retrieved.
6. 0:00 - 1:00: The mouse is stationary, with its paws on the surface.
1:00 - 1:10: The water drop appears on the spout.
1:10 - 1:20: The mouse's right paw lifts and moves towards the water drop.
1:20 - 1:30: The mouse's right paw touches the water drop, and the water drop is transferred to the paw.
1:30 - 1:40: The mouse brings the water drop to its mouth and begins to lick it.
1:40 - 2:00: The mouse continues to lick the water drop, consuming it completely.
2:00 - 2:10: The mouse finishes drinking the water drop and returns its paw to the surface.
7. 95%", 95%,31.488628067722896,25.92072947947948,36.17750625625626,33.158408596318864,32.54641733570014,33.994331412752715
49,49,35, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.
6. 0:00 - 1:00: The mouse is positioned in the apparatus, with its head fixed and paws resting on the surface.
1:00 - 1:10: The water drop forms on the spout and remains attached.
1:10 - 1:20: The mouse's right paw lifts and moves towards the water drop.
1:20 - 1:30: The mouse's right paw touches the water drop, and the tongue makes contact with the water.
1:30 - 1:40: The mouse consumes the water drop, with the tongue actively licking the water.
1:40 - 2:00: The mouse continues to lick the water, ensuring it is fully consumed.
2:00 - 2:20: The mouse's right paw returns to its resting position, and the mouse remains in the apparatus.
7. 95%", 95%,31.1499752014946,26.68968968968969,36.83009259259259,33.20699754608898,32.468775501747814,33.867368364186895
50,50,89, No, Yes, Yes,50.0,ps," Partial Success: The mouse retrieved some of the water (between 50% and 70%). The mouse's right paw reached the water drop, and the drop was dislodged and brought close to the mouth. The mouse then licked the water, indicating consumption. However, not all of the water was consumed, as some remained on the paw and the mouse did not fully ingest the entire drop.","1. No  
2. Yes  
3. Yes  
4. 50%  
5. Partial Success: The mouse retrieved some of the water (between 50% and 70%). The mouse's right paw reached the water drop, and the drop was dislodged and brought close to the mouth. The mouse then licked the water, indicating consumption. However, not all of the water was consumed, as some remained on the paw and the mouse did not fully ingest the entire drop.  
6. 0:00 - 1:00: The mouse is stationary, with its paws resting on the surface.  
1:00 - 1:20: The water drop appears on the spout.  
1:20 - 1:40: The mouse extends its right paw towards the water drop.  
1:40 - 2:00: The mouse's paw makes contact with the water drop, dislodging it.  
2:00 - 2:20: The mouse brings the water drop close to its mouth and begins to lick it.  
2:20 - 2:40: The mouse continues to lick the water, consuming part of it.  
2:40 - 3:00: The mouse's paw returns to the resting position, and the mouse remains stationary.  
7. 90%", 90%,29.191577428721825,23.794851101101106,33.87642830330331,33.4870072648871,32.83182745807109,34.36597369370136
51,51,69, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue made clear physical contact with the water, and the mouse consumed the entire drop without spillage. The water drop was fully transferred to the mouth and ingested, indicating complete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue made clear physical contact with the water, and the mouse consumed the entire drop without spillage. The water drop was fully transferred to the mouth and ingested, indicating complete retrieval.  
6. 0:00 - 1:00: Mouse remains stationary, head fixed, paws resting.  
1:00 - 1:20: Water drop appears on the spout.  
1:20 - 1:40: Mouse extends right paw toward the water drop.  
1:40 - 2:00: Right paw touches the water drop, lifting it from the spout.  
2:00 - 2:20: Mouse brings the water drop to its mouth, tongue makes contact, and begins drinking.  
2:20 - 4:40: Mouse continues to consume the water drop, with no spillage observed.  
7. 95%", 95%,29.704698998567537,25.28016891891892,34.769284909909906,33.411728134624816,32.718846021050936,34.103003893465946
52,52,65, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:10: The mouse is stationary, with its paws resting on the surface.  
1:10 - 1:20: The mouse lifts its right paw and moves it toward the spout.  
1:20 - 1:30: The mouse's right paw touches the water drop, but the drop remains on the spout.  
1:30 - 1:40: The mouse attempts to lick the water drop, but the tongue does not make contact.  
1:40 - 2:00: The mouse continues to attempt to reach the water drop with its paw, but the drop remains on the spout.  
2:00 - 2:20: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
2:20 - 2:40: The mouse remains stationary, with its paws resting on the surface.  
7. 95%", 95%,30.704105463221847,24.3751732982983,36.7240427927928,33.27242289489495,32.48129876085012,34.261326488162226
53,53,30, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 0:50: The mouse is stationary, with both paws on the surface.  
   0:51 - 1:00: The mouse lifts its right paw and moves it toward the spout.  
   1:01 - 1:10: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
   1:11 - 1:20: The mouse attempts to lick the water drop, but the tongue does not make contact.  
   1:21 - 1:30: The mouse continues to attempt to retrieve the water drop, but the drop remains on the spout.  
   1:31 - 1:40: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
   1:41 - 2:00: The mouse returns to a stationary position with both paws on the surface.  
7. 95%", 95%,30.23947201511857,24.69865990990991,34.59083395895896,33.33771896957066,32.741193282144046,34.20406970746701
