,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
24,24,8, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough for consumption.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough for consumption.  
6. 0:00 - 1:00: The mouse is positioned in the apparatus, with its paws resting on the platform.  
1:00 - 1:50: A water drop forms and hangs from the spout.  
1:50 - 2:00: The mouse extends its right paw toward the water drop.  
2:00 - 2:10: The mouse's paw touches the water drop, causing it to detach and fall.  
2:10 - 2:20: The mouse attempts to lick the water from its paw, but the drop is no longer present.  
2:20 - 2:30: The mouse continues to lick its paw, but no water is consumed.  
7. 95%", 95%
25,25,7, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.  
6. 0:00 - 1:30: The mouse is positioned in front of the spout, with its right paw near the spout but not yet touching the water drop.  
1:30 - 1:40: The water drop forms and remains attached to the spout.  
1:40 - 2:00: The mouse extends its right paw toward the water drop but does not make contact.  
2:00 - 2:10: The mouse attempts to touch the water drop with its right paw but fails to retrieve it.  
2:10 - 2:20: The mouse retracts its paw and does not attempt to retrieve the water drop again.  
2:20 - 2:30: The water drop remains on the spout, and the mouse does not make any further attempts to retrieve it.  
7. 95%", 95%
26,26,30, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse successfully extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue then made physical contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the mouse's licking behavior.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse successfully extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue then made physical contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the mouse's licking behavior.  
6. 0:00 - 1:00: The mouse is positioned in front of the spout, with its right paw resting on the surface.  
   1:00 - 1:20: The water drop forms and remains attached to the spout.  
   1:20 - 1:40: The mouse extends its right paw toward the spout and makes contact with the water drop.  
   1:40 - 2:00: The mouse brings the water drop to its mouth using its right paw.  
   2:00 - 2:20: The mouse's tongue makes contact with the water drop, and it begins to lick and consume the water.  
   2:20 - 2:40: The mouse continues to lick the water, and the drop is completely consumed.  
7. 95%", 95%
27,27,21,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was transferred to its mouth. The water drop remained attached to the spout until the end of the video, and the mouse's paws did not successfully retrieve it.  
6. 0:00 - 0:58: The mouse is stationary, with its paws resting on the edge of the platform.  
0:59 - 1:05: The water drop forms and remains attached to the spout.  
1:06 - 1:10: The mouse lifts its right paw slightly but does not reach the water drop.  
1:11 - 1:20: The mouse moves its right paw closer to the spout but does not touch the water drop.  
1:21 - 1:30: The mouse continues to move its right paw toward the spout but fails to make contact with the water drop.  
1:31 - 1:40: The mouse's right paw is positioned near the spout, but the water drop remains untouched.  
1:41 - 1:50: The mouse's right paw moves slightly but does not touch the water drop.  
1:51 - 2:00: The mouse's right paw is still near the spout, but the water drop remains attached.  
2:01 - 2:10: The mouse's right paw moves closer to the spout, but the water drop remains untouched.  
2:11 - 2:20: The mouse's right paw is positioned near the spout, but the water drop remains attached.  
2:21 - 2:30: The mouse's right paw moves slightly but does not touch the water drop.  
2:31 - 2:40: The mouse's right paw is still near the spout, but the water drop remains untouched.  
2:41 - 2:50: The mouse's right paw moves closer to the spout, but the water drop remains attached.  
2:51 - 3:00: The mouse's right paw is positioned near the spout, but the water drop remains untouched.  
3:01 - 3:10: The mouse's right paw moves slightly but does not touch the water drop.  
3:11 - 3:20: The mouse's right paw is still near the spout, but the water drop remains untouched.  
3:21 - 3:30: The mouse's right paw moves closer to the spout, but the water drop remains attached.  
3:31 - 3:40: The mouse's right paw is positioned near the spout, but the water drop remains untouched.  
3:41 - 3:50: The mouse's right paw moves slightly but does not touch the water drop.  
3:51 - 4:00: The mouse's right paw is still near the spout, but the water drop remains untouched.  
4:01 - 4:10: The mouse's right paw moves closer to the spout, but the water drop remains attached.  
4:11 - 4:20: The mouse's right paw is positioned near the spout, but the water drop remains untouched.  
4:21 - 4:30: The mouse's right paw moves slightly but does not touch the water drop.  
4:31 - 4:40: The mouse's right paw is still near the spout, but the water drop remains untouched.  
4:41 - 4:50: The mouse's right paw moves closer to the spout, but the water drop remains attached.  
4:51 - 5:00: The mouse's right paw is positioned near the spout, but the water drop remains untouched.  
5:01 - 5:10: The mouse's right paw moves slightly but does not touch the water drop.  
5:11 - 5:20: The mouse's right paw is still near the spout, but the water drop remains untouched.  
5:21 - 5:30: The mouse's right paw moves closer to the spout, but the water drop remains attached.  
5:31 - 5:40: The mouse's right paw is positioned near the spout, but the water drop remains untouched.  
5:41 - 5:50: The mouse's right paw moves slightly but does not touch the water drop.  
5:51 - 6:00: The mouse's right paw is still near the spout,",
28,28,46, Yes, Yes, Yes,90.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming the majority of it. There was a visible reduction in the size of the drop, and the mouse's licking behavior indicates successful consumption.","1. Yes  
2. Yes  
3. Yes  
4. 90%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming the majority of it. There was a visible reduction in the size of the drop, and the mouse's licking behavior indicates successful consumption.  
6. 0:00 - 1:10: The mouse remains stationary with both paws on the platform.  
1:10 - 1:40: The water drop forms and remains attached to the spout.  
1:40 - 2:00: The mouse's right paw lifts and moves toward the water drop.  
2:00 - 2:20: The right paw makes contact with the water drop, and the drop is dislodged.  
2:20 - 2:40: The mouse brings the water drop close to its mouth.  
2:40 - 3:00: The mouse's tongue makes contact with the water drop and begins to lick.  
3:00 - 4:00: The mouse continues to lick the water drop, consuming most of it.  
4:00 - 4:30: The mouse finishes drinking, and the water drop is nearly gone.  
7. 95%", 95%
29,29,42, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 0:10: The mouse is positioned in the apparatus, with its head fixed and paws resting on the platform.  
0:10 - 0:20: The water drop forms on the spout and remains attached.  
0:20 - 0:30: The mouse extends its right paw toward the spout but does not touch the water drop.  
0:30 - 0:40: The mouse retracts its paw without making contact with the water drop.  
0:40 - 0:50: The mouse continues to attempt reaching the water drop but fails to make contact.  
0:50 - 1:00: The water drop remains on the spout, and the mouse does not retrieve it.  
7. 95%", 95%
30,30,24, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.  
6. 0:00 - 1:35: The water drop forms and remains attached to the spout.  
1:36 - 1:40: The mouse's right paw reaches the water drop.  
1:41 - 2:00: The mouse brings the water drop to its mouth.  
2:01 - 4:45: The mouse licks the water drop, consuming it completely.  
7. 95%", 95%
31,31,19, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was transferred to its mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was transferred to its mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:00: The mouse is positioned in the apparatus, with its head fixed and paws resting.  
1:00 - 1:20: The water drop forms and remains on the spout.  
1:20 - 2:00: The mouse extends its right paw toward the spout but does not touch the water drop.  
2:00 - 3:00: The mouse attempts to reach the water drop with its right paw, but the paw does not make contact with the drop.  
3:00 - 4:00: The mouse continues to attempt reaching the water drop, but the paw remains at a distance.  
4:00 - 5:00: The mouse retracts its paw and does not make further attempts to reach the water drop.  
7. 95%", 95%
32,32,11, No, Yes, No,0.0,s," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the trial, and the mouse did not successfully retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the trial, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 1:00: The mouse is positioned in front of the spout, with its paws resting on the platform.  
1:00 - 1:20: The water drop forms and remains attached to the spout.  
1:20 - 1:40: The mouse extends its right paw toward the spout but does not touch the water drop.  
1:40 - 2:00: The mouse retracts its paw and does not attempt to retrieve the water drop again.  
2:00 - 2:20: The mouse remains stationary, with no further movement toward the spout.  
2:20 - 2:40: The water drop remains on the spout, and the mouse does not interact with it.  
2:40 - 3:00: The mouse continues to remain in the same position, with no further attempts to retrieve the water.  
7. 95%", 95%
33,33,9, No, Yes, No,0.0,s," Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The water drop remained on the spout until the end of the trial, and the mouse's tongue did not touch it. The mouse's paws moved toward the spout but did not successfully retrieve the water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The water drop remained on the spout until the end of the trial, and the mouse's tongue did not touch it. The mouse's paws moved toward the spout but did not successfully retrieve the water.  
6. 0:00 - 1:00: The mouse is positioned in front of the spout, with its paws resting on the surface.  
1:00 - 2:00: The water drop forms on the spout and remains attached.  
2:00 - 3:00: The mouse extends its right paw toward the spout but does not touch the water drop.  
3:00 - 4:00: The mouse retracts its paw without making contact with the water drop.  
4:00 - 5:00: The mouse attempts to reach the water drop again but fails to make contact.  
5:00 - 6:00: The water drop remains on the spout, and the mouse does not retrieve any water.  
7. 95%", 95%
34,34,15, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on the platform.  
1:00 - 2:00: Water drop forms and remains on the spout.  
2:00 - 3:00: Mouse lifts its right paw toward the spout but does not touch the water drop.  
3:00 - 4:00: Mouse attempts to reach the drop with its right paw, but the paw does not make contact.  
4:00 - 5:00: Mouse retracts its paw without retrieving the water.  
7. 95%", 95%
35,35,43, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.  
6. 0:00 - 1:05: The mouse is positioned in the apparatus, with its paws resting on the platform.  
1:06 - 1:15: The water drop forms on the spout and remains attached.  
1:16 - 1:25: The mouse extends its right paw toward the water drop but does not touch it.  
1:26 - 1:35: The mouse retracts its paw without making contact with the water drop.  
1:36 - 4:45: The mouse remains in the same position, with no further attempts to reach the water drop.  
7. 95%", 95%
36,36,34, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was transferred to its mouth. The water drop remained on the spout and was not retrieved by the mouse.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was transferred to its mouth. The water drop remained on the spout and was not retrieved by the mouse.  
6. 0:00 - 1:00: The mouse is positioned in the apparatus, with its head fixed and paws resting.  
1:00 - 1:20: A water drop forms and remains on the spout.  
1:20 - 1:40: The mouse extends its right paw toward the spout but does not touch the water drop.  
1:40 - 2:00: The mouse retracts its paw without making contact with the water drop.  
2:00 - 2:20: The mouse attempts to reach the water drop again with its right paw but fails to touch it.  
2:20 - 2:40: The mouse continues to attempt reaching the water drop but does not succeed.  
2:40 - 3:00: The water drop remains on the spout, and the mouse does not retrieve it.  
7. 95%", 95%
37,37,3, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the video, and the mouse did not retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the video, and the mouse did not retrieve any of it.  
6. 0:00 - 1:00: The mouse is stationary, with its paws resting on the edge of the platform.  
1:00 - 1:10: The water drop forms on the spout and remains attached.  
1:10 - 1:20: The mouse extends its right paw toward the water drop.  
1:20 - 1:30: The mouse's right paw touches the water drop, but the drop does not detach.  
1:30 - 2:00: The mouse retracts its paw without retrieving the water drop.  
2:00 - 2:30: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
2:30 - 3:00: The mouse continues to attempt to reach the water drop with its paw, but the drop remains on the spout.  
3:00 - 3:40: The water drop remains on the spout, and the mouse does not retrieve it.  
7. 95%", 95%
38,38,13, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.  
6. 0:00 - 2:30: The mouse is positioned in front of the spout with its paws resting on the platform.  
2:30 - 2:40: The water drop forms and remains attached to the spout.  
2:40 - 3:00: The mouse extends its right paw toward the water drop.  
3:00 - 3:10: The mouse's right paw touches the water drop, causing it to detach and fall.  
3:10 - 3:20: The mouse attempts to bring the water drop to its mouth but fails to make contact.  
3:20 - 4:30: The mouse continues to attempt to retrieve the water drop but does not succeed.  
7. 95%", 95%
39,39,47, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:00: The mouse is positioned with its paws on the edge, head fixed, and the water drop is visible on the spout.  
1:00 - 1:40: The mouse begins to move its right paw toward the spout.  
1:40 - 2:00: The right paw reaches the spout and makes contact with the water drop.  
2:00 - 2:20: The water drop is dislodged and adheres to the paw.  
2:20 - 2:40: The mouse lifts the paw with the water drop toward its mouth.  
2:40 - 3:00: The mouse attempts to lick the water from its paw, but the tongue does not make contact with the water drop.  
3:00 - 3:20: The mouse continues to hold the paw near its mouth, but no water is consumed.  
3:20 - 3:40: The mouse lowers its paw, and the water drop remains on the paw.  
3:40 - 4:00: The mouse continues to hold the paw near its mouth, but no further attempts to drink are made.  
7. 95%", 95%
40,40,45, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:00: The mouse is positioned in the apparatus, with its head fixed and paws resting.  
1:00 - 1:10: A water drop forms on the spout.  
1:10 - 1:20: The mouse extends its right paw toward the spout.  
1:20 - 1:30: The mouse's paw touches the water drop, but the drop does not detach.  
1:30 - 1:40: The mouse retracts its paw without retrieving the water.  
1:40 - 2:00: The mouse attempts to lick the spout, but the tongue does not contact the water drop.  
2:00 - 2:30: The mouse continues to attempt reaching the water, but no successful retrieval occurs.  
7. 95%", 95%
41,41,53, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout, and the mouse did not successfully retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 3:00: The mouse is positioned in front of the spout with the water drop hanging. 3:00 - 3:20: The mouse extends its right paw toward the water drop. 3:20 - 3:40: The mouse's paw touches the water drop, but the drop remains attached to the spout. 3:40 - 4:00: The mouse attempts to lick the water drop, but the tongue does not make contact. 4:00 - 4:40: The mouse continues to attempt to reach the water drop with its paw, but no water is retrieved.  
7. 95%", 95%
42,42,48, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no retrieval occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no retrieval occurred.  
6. 0:00 - 0:50: The mouse is stationary, with both paws resting on the surface.  
0:51 - 1:00: The mouse lifts its right paw and moves it toward the spout.  
1:01 - 1:10: The right paw touches the water drop, but the drop remains attached to the spout.  
1:11 - 1:20: The mouse attempts to grasp the water drop with its right paw, but the drop does not detach.  
1:21 - 1:30: The mouse continues to manipulate the water drop with its right paw, but the drop remains on the spout.  
1:31 - 1:40: The mouse retracts its right paw, and the water drop remains on the spout.  
1:41 - 2:00: The mouse remains stationary, with no further attempts to retrieve the water drop.  
7. 95%", 95%
43,43,14, No, Yes, No,0.0,s," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the video, and the mouse did not successfully retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the video, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 1:05: The mouse is positioned in front of the spout, with its paws resting on the surface.  
1:06 - 1:20: The water drop forms and remains attached to the spout.  
1:21 - 1:40: The mouse extends its right paw toward the water drop.  
1:41 - 2:00: The mouse's paw touches the water drop, but the drop does not detach.  
2:01 - 2:20: The mouse retracts its paw without retrieving the water.  
2:21 - 4:45: The mouse remains in position, with no further interaction with the water drop.  
7. 95%", 95%
44,44,23, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its paw but did not successfully bring the drop to its mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its paw but did not successfully bring the drop to its mouth.  
6. 0:00 - 0:50: The mouse is positioned in front of the spout, with its paws resting on the surface.  
0:50 - 1:00: The water drop forms and remains attached to the spout.  
1:00 - 2:10: The mouse extends its right paw toward the water drop.  
2:10 - 2:20: The mouse's paw touches the water drop, but the drop does not detach.  
2:20 - 2:30: The mouse attempts to bring the water drop closer to its mouth but fails to do so.  
2:30 - 2:40: The mouse retracts its paw and does not make further attempts to retrieve the water drop.  
7. 95%", 95%
45,45,57, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:05: Mouse is stationary, paws resting on the edge.  
1:06 - 1:15: Water drop forms and hangs from the spout.  
1:16 - 1:25: Mouse lifts its right paw toward the spout.  
1:26 - 1:35: Right paw touches the water drop, but no transfer occurs.  
1:36 - 2:00: Mouse retracts paw without drinking.  
2:01 - 4:40: Mouse remains still, no further interaction with the water drop.  
7. 95%", 95%
46,46,52, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.  
6. 0:00 - 1:50: The mouse remains stationary with its paws on the platform.  
1:50 - 2:00: The mouse extends its right paw toward the water drop.  
2:00 - 2:10: The mouse's right paw touches the water drop, but the drop remains on the spout.  
2:10 - 2:20: The mouse retracts its paw without retrieving the water drop.  
2:20 - 2:30: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
2:30 - 2:40: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is retrieved.  
2:40 - 2:50: The mouse retracts its paw and remains stationary.  
7. 95%", 95%
47,47,10, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paws did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paws did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:00: The mouse is positioned in the apparatus, with its head fixed and paws resting.  
1:00 - 1:10: A water drop forms on the spout.  
1:10 - 1:20: The mouse extends its right paw toward the spout.  
1:20 - 1:30: The mouse's paw touches the water drop, but the drop remains on the spout.  
1:30 - 1:40: The mouse retracts its paw without retrieving the water.  
1:40 - 2:00: The mouse attempts to lick the spout, but the tongue does not make contact with the water drop.  
2:00 - 2:30: The mouse continues to attempt to reach the water drop with its paw, but no successful retrieval occurs.  
2:30 - 3:00: The water drop remains on the spout, and the mouse does not consume any water.  
7. 95%", 95%
48,48,0, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the drop was transferred to its mouth. The mouse then licked the water from its paw, and the entire drop was consumed.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the drop was transferred to its mouth. The mouse then licked the water from its paw, and the entire drop was consumed.  
6. 0:00 - 0:20: The mouse is positioned in front of the spout, with its right paw resting on the surface.  
0:20 - 0:40: The mouse lifts its right paw and extends it towards the spout.  
0:40 - 1:00: The water drop forms on the spout and remains attached.  
1:00 - 1:20: The mouse's right paw touches the water drop, and the drop adheres to the paw.  
1:20 - 1:40: The mouse brings its paw to its mouth and begins to lick the water.  
1:40 - 2:00: The mouse continues to lick the water from its paw, and the entire drop is consumed.  
7. 95%", 95%
49,49,38, No, Yes, Yes,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and although it attempted to retrieve the drop with its right paw, the drop was dislodged and fell without being consumed. The mouse did not drink any of the water, as there is no evidence of the tongue contacting the drop or the mouse ingesting any liquid.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and although it attempted to retrieve the drop with its right paw, the drop was dislodged and fell without being consumed. The mouse did not drink any of the water, as there is no evidence of the tongue contacting the drop or the mouse ingesting any liquid.  
6. 0:00 - 1:40: The water drop is visible on the spout, and the mouse remains stationary with its paws on the platform.  
1:40 - 2:00: The mouse extends its right paw toward the water drop.  
2:00 - 2:20: The mouse's right paw makes contact with the water drop, causing it to detach and fall.  
2:20 - 2:40: The mouse attempts to retrieve the falling drop with its right paw but fails to catch it.  
2:40 - 3:00: The mouse continues to move its paws but does not make contact with the water drop again.  
3:00 - 3:20: The mouse brings its paws together in front of its face, but no water is consumed.  
3:20 - 3:40: The mouse remains stationary with its paws on the platform.  
7. 95%", 95%
50,50,26, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:00: The mouse is stationary, with its paws resting on the platform.  
1:00 - 2:00: The water drop forms and remains attached to the spout.  
2:00 - 3:00: The mouse extends its right paw toward the spout but does not touch the water drop.  
3:00 - 4:00: The mouse retracts its paw without making contact with the water drop.  
4:00 - 5:00: The mouse remains stationary, with no further attempts to reach the water drop.  
7. 95%", 95%
51,51,58, No, Yes, No,0.0,s," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the trial, and the mouse did not successfully retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the trial, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 1:05: The mouse is stationary with both paws resting on the edge of the platform.  
1:06 - 1:40: The water drop forms and remains attached to the spout.  
1:41 - 2:00: The mouse lifts its right paw and moves it toward the water drop.  
2:01 - 2:20: The mouse's right paw touches the water drop, but the drop does not detach.  
2:21 - 2:40: The mouse attempts to bring the water drop closer to its mouth but fails to retrieve it.  
2:41 - 3:00: The mouse retracts its paw, and the water drop remains on the spout.  
3:01 - 4:45: The mouse remains stationary with no further attempts to retrieve the water drop.  
7. 95%", 95%
52,52,55, No, Yes, No,0.0,s," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the trial, and the mouse did not successfully retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the trial, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 1:15: The mouse is stationary with both paws resting on the platform.  
1:16 - 1:20: The water drop forms and remains attached to the spout.  
1:21 - 1:40: The mouse lifts its left paw and moves it toward the water drop.  
1:41 - 2:00: The mouse's left paw touches the water drop, causing it to detach and roll onto the paw.  
2:01 - 2:20: The mouse brings the water drop closer to its mouth but does not lick it.  
2:21 - 2:40: The mouse continues to hold the water drop with its left paw but does not consume it.  
2:41 - 3:00: The mouse attempts to bring the water drop closer to its mouth but fails to make contact with its tongue.  
3:01 - 3:20: The mouse continues to hold the water drop with its left paw, but no drinking occurs.  
3:21 - 3:40: The mouse maintains its grip on the water drop, but no further attempts to drink are made.  
3:41 - 4:00: The water drop remains on the mouse's left paw, and the mouse does not consume it.  
7. 95%", 95%
